pid,condition,ctrl,profile,profile_label,human,seg_order,segment,pos,first_seg,at1_pass,av1_pass,attention_pass,BEL1,NARS,GAAIS_pos,GAAIS_neg,GAAIS,SCM_comp,SCM_warm,PE,HM,BG_age,BG_gender,BG_freq_ai,BG_freq_robot,BG_freq_disability,mobile,dur_min,gate_open,watch_s,dwell_s,OH1,OH2,OH3,AU1,CR1,CR2,CR3,R1_CTRL,R1_AI,R1_ORG,R1_USER,R2_CTRL,R2_AI,R2_ORG,R2_USER,OH
83443f10-b343-4799-b417-33540c4c6f7a,HA3,HA,3.0,mobility,1,O3,ADV,3,COL,1,1,True,5.0,3.8,5.0,5.5,5.222222222222222,6.0,4.0,5.5,3.3333333333333335,53.0,1.0,5.0,0.0,2.0,0,20.483333333333334,1,103.593,229.007,5.0,6.0,4.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0
16ccb80e-a010-45c5-bd58-4bbdf0219048,H2,H,2.0,intellectual,1,O3,COL,1,COL,1,1,True,5.0,3.9,4.8,4.75,4.777777777777778,5.0,5.0,5.0,5.0,38.0,1.0,4.0,3.0,4.0,0,22.366666666666667,1,115.311,279.379,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.0
16ccb80e-a010-45c5-bd58-4bbdf0219048,H2,H,2.0,intellectual,1,O3,REL,2,COL,1,1,True,5.0,3.9,4.8,4.75,4.777777777777778,5.0,5.0,5.0,5.0,38.0,1.0,4.0,3.0,4.0,0,22.366666666666667,1,69.435,139.487,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.0
16ccb80e-a010-45c5-bd58-4bbdf0219048,H2,H,2.0,intellectual,1,O3,ADV,3,COL,1,1,True,5.0,3.9,4.8,4.75,4.777777777777778,5.0,5.0,5.0,5.0,38.0,1.0,4.0,3.0,4.0,0,22.366666666666667,1,103.825,148.318,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.0
84ff0a36-c23d-44ed-aaa0-c88fb0a061aa,H1,H,1.0,no mention,1,O3,COL,1,COL,1,1,True,6.0,3.2,6.6,5.75,6.222222222222222,4.4,5.25,4.75,5.0,21.0,0.0,5.0,5.0,4.0,0,17.3,1,186.864,303.375,6.0,7.0,5.0,3.0,6.0,5.0,7.0,3.0,,2.0,1.0,3.0,,2.0,1.0,6.0
84ff0a36-c23d-44ed-aaa0-c88fb0a061aa,H1,H,1.0,no mention,1,O3,REL,2,COL,1,1,True,6.0,3.2,6.6,5.75,6.222222222222222,4.4,5.25,4.75,5.0,21.0,0.0,5.0,5.0,4.0,0,17.3,1,80.499,131.975,5.0,6.0,4.0,7.0,7.0,4.0,6.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.0
84ff0a36-c23d-44ed-aaa0-c88fb0a061aa,H1,H,1.0,no mention,1,O3,ADV,3,COL,1,1,True,6.0,3.2,6.6,5.75,6.222222222222222,4.4,5.25,4.75,5.0,21.0,0.0,5.0,5.0,4.0,0,17.3,1,103.791,177.695,5.0,6.0,7.0,5.0,3.0,5.0,7.0,2.0,,1.0,3.0,2.0,,1.0,3.0,6.0
bc63571c-d01c-49a7-8820-8264a3181a5b,A,A,,AI (no operator),0,O1,REL,1,REL,1,1,True,3.0,5.0,3.8,5.75,4.666666666666667,4.6,5.0,2.75,4.0,62.0,1.0,4.0,0.0,5.0,1,13.666666666666666,1,69.628,149.05,6.0,5.0,4.0,5.0,5.0,5.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,5.0
bc63571c-d01c-49a7-8820-8264a3181a5b,A,A,,AI (no operator),0,O1,ADV,2,REL,1,1,True,3.0,5.0,3.8,5.75,4.666666666666667,4.6,5.0,2.75,4.0,62.0,1.0,4.0,0.0,5.0,1,13.666666666666666,1,104.1,175.568,5.0,5.0,4.0,5.0,5.0,5.0,,,3.0,1.0,2.0,,3.0,1.0,2.0,4.666666666666667
bc63571c-d01c-49a7-8820-8264a3181a5b,A,A,,AI (no operator),0,O1,COL,3,REL,1,1,True,3.0,5.0,3.8,5.75,4.666666666666667,4.6,5.0,2.75,4.0,62.0,1.0,4.0,0.0,5.0,1,13.666666666666666,1,182.988,226.374,5.0,6.0,4.0,5.0,5.0,5.0,,,2.0,1.0,3.0,,2.0,1.0,3.0,5.0
c9175693-aa12-4011-b1fb-7fff89a1371e,H1,H,1.0,no mention,1,O6,COL,1,COL,1,1,True,7.0,2.8,6.2,5.5,5.888888888888889,4.4,5.0,6.75,6.666666666666667,23.0,0.0,5.0,0.0,1.0,0,12.1,1,115.274,161.606,7.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,,1.0,3.0,1.0,,2.0,3.0,7.0
c9175693-aa12-4011-b1fb-7fff89a1371e,H1,H,1.0,no mention,1,O6,ADV,2,COL,1,1,True,7.0,2.8,6.2,5.5,5.888888888888889,4.4,5.0,6.75,6.666666666666667,23.0,0.0,5.0,0.0,1.0,0,12.1,1,103.836,169.827,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,,1.0,2.0,2.0,,1.0,3.0,7.0
c9175693-aa12-4011-b1fb-7fff89a1371e,H1,H,1.0,no mention,1,O6,REL,3,COL,1,1,True,7.0,2.8,6.2,5.5,5.888888888888889,4.4,5.0,6.75,6.666666666666667,23.0,0.0,5.0,0.0,1.0,0,12.1,1,69.372,117.142,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
5be4985a-778e-4020-b41e-0908fa399bb0,H3,H,3.0,mobility,1,O2,ADV,1,ADV,1,1,True,7.0,1.8,7.0,6.75,6.888888888888889,4.6,6.0,6.5,6.666666666666667,29.0,0.0,5.0,1.0,5.0,0,17.983333333333334,1,108.443,264.965,6.0,6.0,7.0,7.0,7.0,6.0,7.0,2.0,,3.0,1.0,1.0,,3.0,2.0,6.333333333333333
5be4985a-778e-4020-b41e-0908fa399bb0,H3,H,3.0,mobility,1,O2,COL,2,ADV,1,1,True,7.0,1.8,7.0,6.75,6.888888888888889,4.6,6.0,6.5,6.666666666666667,29.0,0.0,5.0,1.0,5.0,0,17.983333333333334,1,116.08,237.895,6.0,7.0,7.0,6.0,6.0,7.0,7.0,1.0,,3.0,2.0,1.0,,3.0,2.0,6.666666666666667
5be4985a-778e-4020-b41e-0908fa399bb0,H3,H,3.0,mobility,1,O2,REL,3,ADV,1,1,True,7.0,1.8,7.0,6.75,6.888888888888889,4.6,6.0,6.5,6.666666666666667,29.0,0.0,5.0,1.0,5.0,0,17.983333333333334,1,69.516,145.875,6.0,6.0,7.0,7.0,7.0,6.0,7.0,1.0,,2.0,3.0,1.0,,3.0,2.0,6.333333333333333
277e94b6-5317-4bfd-b54e-6f1bdd825a38,A,A,,AI (no operator),0,O4,REL,1,REL,1,1,True,5.0,4.0,2.4,1.75,2.111111111111111,3.6,4.0,1.0,1.0,37.0,1.0,0.0,2.0,2.0,0,26.6,1,76.277,198.689,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,1.6666666666666667
277e94b6-5317-4bfd-b54e-6f1bdd825a38,A,A,,AI (no operator),0,O4,COL,2,REL,1,1,True,5.0,4.0,2.4,1.75,2.111111111111111,3.6,4.0,1.0,1.0,37.0,1.0,0.0,2.0,2.0,0,26.6,1,121.388,486.662,4.0,4.0,1.0,1.0,2.0,4.0,,,1.0,3.0,2.0,,1.0,2.0,3.0,3.0
277e94b6-5317-4bfd-b54e-6f1bdd825a38,A,A,,AI (no operator),0,O4,ADV,3,REL,1,1,True,5.0,4.0,2.4,1.75,2.111111111111111,3.6,4.0,1.0,1.0,37.0,1.0,0.0,2.0,2.0,0,26.6,1,110.02,348.859,4.0,4.0,1.0,1.0,3.0,4.0,,,2.0,3.0,1.0,,1.0,2.0,3.0,3.0
c0d53eea-4ba7-421e-ba75-3175f2f742f5,H3,H,3.0,mobility,1,O4,REL,1,REL,1,1,True,6.0,4.3,4.8,4.25,4.555555555555555,4.0,4.25,5.5,6.333333333333333,37.0,0.0,5.0,1.0,3.0,0,16.45,1,69.8,182.06,6.0,6.0,7.0,5.0,7.0,6.0,5.0,3.0,,1.0,2.0,3.0,,1.0,2.0,6.333333333333333
c0d53eea-4ba7-421e-ba75-3175f2f742f5,H3,H,3.0,mobility,1,O4,COL,2,REL,1,1,True,6.0,4.3,4.8,4.25,4.555555555555555,4.0,4.25,5.5,6.333333333333333,37.0,0.0,5.0,1.0,3.0,0,16.45,1,115.326,235.548,6.0,7.0,7.0,6.0,6.0,7.0,6.0,2.0,,1.0,3.0,2.0,,1.0,3.0,6.666666666666667
c0d53eea-4ba7-421e-ba75-3175f2f742f5,H3,H,3.0,mobility,1,O4,ADV,3,REL,1,1,True,6.0,4.3,4.8,4.25,4.555555555555555,4.0,4.25,5.5,6.333333333333333,37.0,0.0,5.0,1.0,3.0,0,16.45,1,104.007,192.983,6.0,7.0,7.0,5.0,6.0,5.0,5.0,3.0,,2.0,1.0,2.0,,1.0,3.0,6.666666666666667
b16ae556-fc47-47bd-b0e9-69331c7f0f52,H3,H,3.0,mobility,1,O5,ADV,1,ADV,1,1,True,3.0,3.5,4.8,5.75,5.222222222222222,2.6,4.5,4.75,4.0,,0.0,5.0,1.0,3.0,1,23.416666666666668,1,103.987,259.025,6.0,6.0,6.0,3.0,2.0,5.0,3.0,2.0,,3.0,1.0,2.0,,3.0,1.0,6.0
b16ae556-fc47-47bd-b0e9-69331c7f0f52,H3,H,3.0,mobility,1,O5,REL,2,ADV,1,1,True,3.0,3.5,4.8,5.75,5.222222222222222,2.6,4.5,4.75,4.0,,0.0,5.0,1.0,3.0,1,23.416666666666668,1,210.717,484.874,3.0,3.0,6.0,3.0,2.0,4.0,5.0,2.0,,3.0,1.0,2.0,,3.0,1.0,4.0
b16ae556-fc47-47bd-b0e9-69331c7f0f52,H3,H,3.0,mobility,1,O5,COL,3,ADV,1,1,True,3.0,3.5,4.8,5.75,5.222222222222222,2.6,4.5,4.75,4.0,,0.0,5.0,1.0,3.0,1,23.416666666666668,1,115.325,209.043,3.0,7.0,6.0,2.0,2.0,4.0,6.0,2.0,,3.0,1.0,2.0,,3.0,1.0,5.333333333333333
13a81a41-9d01-4668-9c0b-8a6773f5d2ea,H3,H,3.0,mobility,1,O6,COL,1,COL,1,1,True,3.0,4.9,5.0,4.75,4.888888888888889,4.8,5.5,3.0,2.0,23.0,0.0,5.0,1.0,1.0,1,9.666666666666666,1,115.56,173.393,5.0,6.0,4.0,4.0,5.0,6.0,6.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.0
13a81a41-9d01-4668-9c0b-8a6773f5d2ea,H3,H,3.0,mobility,1,O6,ADV,2,COL,1,1,True,3.0,4.9,5.0,4.75,4.888888888888889,4.8,5.5,3.0,2.0,23.0,0.0,5.0,1.0,1.0,1,9.666666666666666,1,104.039,156.399,5.0,5.0,4.0,5.0,5.0,6.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,4.666666666666667
13a81a41-9d01-4668-9c0b-8a6773f5d2ea,H3,H,3.0,mobility,1,O6,REL,3,COL,1,1,True,3.0,4.9,5.0,4.75,4.888888888888889,4.8,5.5,3.0,2.0,23.0,0.0,5.0,1.0,1.0,1,9.666666666666666,1,69.66,104.372,4.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,3.6666666666666665
02b04b0b-078b-4ed1-a487-cb0e90826b19,HA1,HA,1.0,no mention,1,O1,REL,1,REL,1,1,True,5.0,4.6,6.4,5.75,6.111111111111111,5.4,5.75,6.5,6.0,48.0,1.0,5.0,0.0,2.0,0,12.883333333333333,1,69.605,189.08,7.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,6.0
02b04b0b-078b-4ed1-a487-cb0e90826b19,HA1,HA,1.0,no mention,1,O1,ADV,2,REL,1,1,True,5.0,4.6,6.4,5.75,6.111111111111111,5.4,5.75,6.5,6.0,48.0,1.0,5.0,0.0,2.0,0,12.883333333333333,1,104.075,195.88,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,5.666666666666667
02b04b0b-078b-4ed1-a487-cb0e90826b19,HA1,HA,1.0,no mention,1,O1,COL,3,REL,1,1,True,5.0,4.6,6.4,5.75,6.111111111111111,5.4,5.75,6.5,6.0,48.0,1.0,5.0,0.0,2.0,0,12.883333333333333,1,121.774,174.667,6.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,6.333333333333333
a2ca5ef8-f8ad-4c6b-b91f-b1aa8853acdd,HA2,HA,2.0,intellectual,1,O5,ADV,1,ADV,1,1,True,6.0,2.7,5.0,4.75,4.888888888888889,5.2,4.0,4.25,6.0,58.0,1.0,5.0,2.0,5.0,0,15.15,1,103.798,256.76,6.0,6.0,6.0,6.0,5.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,6.0
a2ca5ef8-f8ad-4c6b-b91f-b1aa8853acdd,HA2,HA,2.0,intellectual,1,O5,REL,2,ADV,1,1,True,6.0,2.7,5.0,4.75,4.888888888888889,5.2,4.0,4.25,6.0,58.0,1.0,5.0,2.0,5.0,0,15.15,1,69.34,168.696,6.0,6.0,6.0,6.0,4.0,6.0,5.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,6.0
a2ca5ef8-f8ad-4c6b-b91f-b1aa8853acdd,HA2,HA,2.0,intellectual,1,O5,COL,3,ADV,1,1,True,6.0,2.7,5.0,4.75,4.888888888888889,5.2,4.0,4.25,6.0,58.0,1.0,5.0,2.0,5.0,0,15.15,1,115.273,165.646,5.0,6.0,5.0,5.0,4.0,6.0,5.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,5.333333333333333
d99db41b-b02b-4a3d-a2da-c937f4bfef41,H3,H,3.0,mobility,1,O5,ADV,1,ADV,1,1,True,6.0,5.1,6.4,4.5,5.555555555555555,6.6,7.0,7.0,7.0,22.0,1.0,5.0,0.0,2.0,0,20.35,1,114.143,260.88,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
d99db41b-b02b-4a3d-a2da-c937f4bfef41,H3,H,3.0,mobility,1,O5,REL,2,ADV,1,1,True,6.0,5.1,6.4,4.5,5.555555555555555,6.6,7.0,7.0,7.0,22.0,1.0,5.0,0.0,2.0,0,20.35,1,171.982,322.298,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
d99db41b-b02b-4a3d-a2da-c937f4bfef41,H3,H,3.0,mobility,1,O5,COL,3,ADV,1,1,True,6.0,5.1,6.4,4.5,5.555555555555555,6.6,7.0,7.0,7.0,22.0,1.0,5.0,0.0,2.0,0,20.35,1,154.375,252.678,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,,3.0,1.0,2.0,,3.0,1.0,7.0
43017062-1e81-4486-beb6-bbae49a86136,H1,H,1.0,no mention,1,O5,ADV,1,ADV,1,1,True,6.0,4.3,4.2,2.75,3.5555555555555554,5.6,4.25,5.0,6.0,32.0,1.0,4.0,0.0,2.0,1,9.4,1,104.032,167.914,6.0,6.0,6.0,6.0,4.0,5.0,7.0,1.0,,2.0,3.0,1.0,,3.0,2.0,6.0
43017062-1e81-4486-beb6-bbae49a86136,H1,H,1.0,no mention,1,O5,REL,2,ADV,1,1,True,6.0,4.3,4.2,2.75,3.5555555555555554,5.6,4.25,5.0,6.0,32.0,1.0,4.0,0.0,2.0,1,9.4,1,69.553,117.471,5.0,2.0,5.0,3.0,5.0,5.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,4.0
43017062-1e81-4486-beb6-bbae49a86136,H1,H,1.0,no mention,1,O5,COL,3,ADV,1,1,True,6.0,4.3,4.2,2.75,3.5555555555555554,5.6,4.25,5.0,6.0,32.0,1.0,4.0,0.0,2.0,1,9.4,1,115.474,139.55,5.0,6.0,6.0,5.0,5.0,5.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,5.666666666666667
1d5b4855-052c-4dd0-a1f7-4276a2fbdddd,HA3,HA,3.0,mobility,1,O2,ADV,1,ADV,1,1,True,3.0,3.8,2.4,3.0,2.6666666666666665,6.0,6.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0,9.733333333333333,1,103.744,183.975,5.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0
1d5b4855-052c-4dd0-a1f7-4276a2fbdddd,HA3,HA,3.0,mobility,1,O2,COL,2,ADV,1,1,True,3.0,3.8,2.4,3.0,2.6666666666666665,6.0,6.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0,9.733333333333333,1,115.243,161.715,3.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,2.6666666666666665
1d5b4855-052c-4dd0-a1f7-4276a2fbdddd,HA3,HA,3.0,mobility,1,O2,REL,3,ADV,1,1,True,3.0,3.8,2.4,3.0,2.6666666666666665,6.0,6.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0,9.733333333333333,1,69.314,110.235,5.0,5.0,1.0,4.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.6666666666666665
b8279060-2d86-4d20-aaa7-387d97b96357,HA2,HA,2.0,intellectual,1,O3,COL,1,COL,1,1,True,6.0,3.6,4.6,3.75,4.222222222222222,4.8,5.75,6.0,5.0,23.0,0.0,4.0,1.0,3.0,0,18.75,1,115.197,446.765,6.0,7.0,6.0,5.0,5.0,6.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,6.333333333333333
b8279060-2d86-4d20-aaa7-387d97b96357,HA2,HA,2.0,intellectual,1,O3,REL,2,COL,1,1,True,6.0,3.6,4.6,3.75,4.222222222222222,4.8,5.75,6.0,5.0,23.0,0.0,4.0,1.0,3.0,0,18.75,1,69.427,134.351,5.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0
b8279060-2d86-4d20-aaa7-387d97b96357,HA2,HA,2.0,intellectual,1,O3,ADV,3,COL,1,1,True,6.0,3.6,4.6,3.75,4.222222222222222,4.8,5.75,6.0,5.0,23.0,0.0,4.0,1.0,3.0,0,18.75,1,103.819,158.903,5.0,7.0,5.0,4.0,6.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,5.666666666666667
70ecbedb-6055-43b6-8987-f1ab142607a2,H1,H,1.0,no mention,1,O2,ADV,1,ADV,1,1,True,6.0,3.6,6.8,6.0,6.444444444444445,6.2,6.25,7.0,7.0,32.0,0.0,5.0,0.0,4.0,0,24.933333333333334,1,103.839,174.216,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,,2.0,3.0,1.0,,2.0,3.0,7.0
70ecbedb-6055-43b6-8987-f1ab142607a2,H1,H,1.0,no mention,1,O2,COL,2,ADV,1,1,True,6.0,3.6,6.8,6.0,6.444444444444445,6.2,6.25,7.0,7.0,32.0,0.0,5.0,0.0,4.0,0,24.933333333333334,1,115.296,185.348,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,,3.0,1.0,1.0,,3.0,2.0,7.0
70ecbedb-6055-43b6-8987-f1ab142607a2,H1,H,1.0,no mention,1,O2,REL,3,ADV,1,1,True,6.0,3.6,6.8,6.0,6.444444444444445,6.2,6.25,7.0,7.0,32.0,0.0,5.0,0.0,4.0,0,24.933333333333334,1,69.387,104.048,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,,2.0,3.0,1.0,,3.0,2.0,7.0
639833ab-f46a-47d9-ab3d-8f00cdb198ea,HA2,HA,2.0,intellectual,1,O4,REL,1,REL,1,1,True,6.0,2.8,6.0,6.0,6.0,6.0,6.0,5.75,5.666666666666667,58.0,0.0,5.0,2.0,2.0,1,12.633333333333333,1,69.493,181.055,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,6.0
639833ab-f46a-47d9-ab3d-8f00cdb198ea,HA2,HA,2.0,intellectual,1,O4,COL,2,REL,1,1,True,6.0,2.8,6.0,6.0,6.0,6.0,6.0,5.75,5.666666666666667,58.0,0.0,5.0,2.0,2.0,1,12.633333333333333,1,115.405,186.283,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,6.0
639833ab-f46a-47d9-ab3d-8f00cdb198ea,HA2,HA,2.0,intellectual,1,O4,ADV,3,REL,1,1,True,6.0,2.8,6.0,6.0,6.0,6.0,6.0,5.75,5.666666666666667,58.0,0.0,5.0,2.0,2.0,1,12.633333333333333,1,104.035,153.62,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,6.0
7a3f7ba8-31b4-4b38-b41c-9e60641afd68,A,A,,AI (no operator),0,O6,COL,1,COL,1,1,True,4.0,5.3,2.4,2.5,2.4444444444444446,5.4,5.25,5.0,5.0,45.0,1.0,0.0,0.0,5.0,0,14.883333333333333,1,115.461,278.707,5.0,5.0,4.0,3.0,5.0,5.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,4.666666666666667
7a3f7ba8-31b4-4b38-b41c-9e60641afd68,A,A,,AI (no operator),0,O6,ADV,2,COL,1,1,True,4.0,5.3,2.4,2.5,2.4444444444444446,5.4,5.25,5.0,5.0,45.0,1.0,0.0,0.0,5.0,0,14.883333333333333,1,103.99,192.136,6.0,6.0,4.0,6.0,5.0,6.0,,,3.0,2.0,1.0,,1.0,2.0,3.0,5.333333333333333
7a3f7ba8-31b4-4b38-b41c-9e60641afd68,A,A,,AI (no operator),0,O6,REL,3,COL,1,1,True,4.0,5.3,2.4,2.5,2.4444444444444446,5.4,5.25,5.0,5.0,45.0,1.0,0.0,0.0,5.0,0,14.883333333333333,1,69.526,126.653,4.0,4.0,4.0,6.0,5.0,4.0,,,1.0,2.0,3.0,,1.0,2.0,3.0,4.0
92eb9769-ca81-4e1f-8afa-cf5713f78b55,HA3,HA,3.0,mobility,1,O4,REL,1,REL,1,1,True,6.0,5.5,4.2,3.5,3.888888888888889,5.8,5.5,6.0,6.0,57.0,1.0,5.0,0.0,5.0,0,13.933333333333334,1,69.414,174.283,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,6.0
92eb9769-ca81-4e1f-8afa-cf5713f78b55,HA3,HA,3.0,mobility,1,O4,COL,2,REL,1,1,True,6.0,5.5,4.2,3.5,3.888888888888889,5.8,5.5,6.0,6.0,57.0,1.0,5.0,0.0,5.0,0,13.933333333333334,1,115.329,183.019,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,7.0
92eb9769-ca81-4e1f-8afa-cf5713f78b55,HA3,HA,3.0,mobility,1,O4,ADV,3,REL,1,1,True,6.0,5.5,4.2,3.5,3.888888888888889,5.8,5.5,6.0,6.0,57.0,1.0,5.0,0.0,5.0,0,13.933333333333334,1,103.805,152.59,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,7.0
84606d3a-ec1b-4c96-9796-9aa60dd93691,H2,H,2.0,intellectual,1,O4,REL,1,REL,1,1,True,2.0,4.9,3.0,3.5,3.2222222222222223,5.6,5.75,5.0,2.6666666666666665,40.0,1.0,3.0,0.0,4.0,0,10.633333333333333,1,69.404,144.391,5.0,4.0,2.0,3.0,5.0,5.0,6.0,1.0,,2.0,3.0,3.0,,2.0,1.0,3.6666666666666665
84606d3a-ec1b-4c96-9796-9aa60dd93691,H2,H,2.0,intellectual,1,O4,COL,2,REL,1,1,True,2.0,4.9,3.0,3.5,3.2222222222222223,5.6,5.75,5.0,2.6666666666666665,40.0,1.0,3.0,0.0,4.0,0,10.633333333333333,1,115.783,163.074,5.0,6.0,4.0,3.0,5.0,6.0,7.0,3.0,,2.0,1.0,1.0,,3.0,2.0,5.0
84606d3a-ec1b-4c96-9796-9aa60dd93691,H2,H,2.0,intellectual,1,O4,ADV,3,REL,1,1,True,2.0,4.9,3.0,3.5,3.2222222222222223,5.6,5.75,5.0,2.6666666666666665,40.0,1.0,3.0,0.0,4.0,0,10.633333333333333,1,103.976,140.983,5.0,6.0,4.0,4.0,6.0,6.0,7.0,1.0,,2.0,3.0,1.0,,3.0,2.0,5.0
3c7c1552-1321-433d-aeed-a2e9ad557634,HA2,HA,2.0,intellectual,1,O5,ADV,1,ADV,1,1,True,5.0,4.7,1.6,1.25,1.4444444444444444,5.0,4.5,2.75,2.0,35.0,0.0,3.0,0.0,1.0,0,12.4,1,103.854,199.081,4.0,5.0,2.0,3.0,5.0,5.0,6.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,3.6666666666666665
3c7c1552-1321-433d-aeed-a2e9ad557634,HA2,HA,2.0,intellectual,1,O5,REL,2,ADV,1,1,True,5.0,4.7,1.6,1.25,1.4444444444444444,5.0,4.5,2.75,2.0,35.0,0.0,3.0,0.0,1.0,0,12.4,1,69.416,129.413,4.0,3.0,2.0,4.0,5.0,5.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0
3c7c1552-1321-433d-aeed-a2e9ad557634,HA2,HA,2.0,intellectual,1,O5,COL,3,ADV,1,1,True,5.0,4.7,1.6,1.25,1.4444444444444444,5.0,4.5,2.75,2.0,35.0,0.0,3.0,0.0,1.0,0,12.4,1,115.349,171.193,2.0,2.0,2.0,3.0,4.0,3.0,6.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0
88ff2f99-f6f3-493e-85a4-e32a733fe9c9,A,A,,AI (no operator),0,O2,ADV,1,ADV,1,1,True,6.0,5.0,3.8,3.5,3.6666666666666665,5.6,5.0,3.25,2.0,59.0,0.0,4.0,0.0,4.0,0,12.233333333333333,1,103.852,198.029,6.0,6.0,2.0,2.0,3.0,6.0,,,2.0,3.0,1.0,,1.0,2.0,3.0,4.666666666666667
88ff2f99-f6f3-493e-85a4-e32a733fe9c9,A,A,,AI (no operator),0,O2,COL,2,ADV,1,1,True,6.0,5.0,3.8,3.5,3.6666666666666665,5.6,5.0,3.25,2.0,59.0,0.0,4.0,0.0,4.0,0,12.233333333333333,1,115.335,176.604,3.0,5.0,2.0,2.0,2.0,3.0,,,2.0,1.0,3.0,,2.0,1.0,3.0,3.3333333333333335
88ff2f99-f6f3-493e-85a4-e32a733fe9c9,A,A,,AI (no operator),0,O2,REL,3,ADV,1,1,True,6.0,5.0,3.8,3.5,3.6666666666666665,5.6,5.0,3.25,2.0,59.0,0.0,4.0,0.0,4.0,0,12.233333333333333,1,69.399,110.356,6.0,6.0,2.0,2.0,5.0,6.0,,,2.0,1.0,3.0,,2.0,1.0,3.0,4.666666666666667
008af7a0-d0f9-47d6-84ba-b48240ae641e,H2,H,2.0,intellectual,1,O2,ADV,1,ADV,1,1,True,7.0,5.2,2.4,3.5,2.888888888888889,5.2,5.25,1.0,5.333333333333333,33.0,1.0,4.0,0.0,5.0,1,10.45,1,111.545,189.344,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,,2.0,3.0,1.0,,2.0,3.0,6.0
