dv,family,A,B,mean_A,mean_B,n_A,n_B,diff,se,ci_lo,ci_hi,z,p_raw,d,d_lo,d_hi,direction,p_holm,p_bh
CR3,clip-level,H2,H3,6.025641025641024,6.1083333333333325,39,40,-0.08269230769230995,0.228917152729809,-0.5313699270427357,0.3659853116581157,-0.3612324664456739,0.7179256736831399,-0.07909112111638592,-0.5203332967470986,0.36215105451432683,—,1.0,0.7692060789462213
CR3,clip-level,H2,HA1,6.025641025641024,5.8157894736842115,39,38,0.2098515519568105,0.2318720223150528,-0.24461761178069297,0.664320715694314,0.9050317923724222,0.36544854464626453,0.22713864174979564,-0.22106252502916118,0.6753398085287525,—,1.0,0.4983389245176335
CR3,clip-level,H2,HA2,6.025641025641024,5.786324786324788,39,39,0.23931623931623663,0.2303614393143082,-0.21219218173980742,0.6908246603722807,1.038872825367749,0.2988638861968891,0.2336229799552616,-0.21174112751738428,0.6789870874279075,—,1.0,0.49810647699481514
CR3,clip-level,H2,HA3,6.025641025641024,5.601626016260163,39,41,0.42401500938086006,0.22753481153754057,-0.021953221232719422,0.8699832399944396,1.8635170878496656,0.06238955067929002,0.35791983380647746,-0.08398056755407524,0.7998202351670302,—,0.6862850574721903,0.1871686520378701
CR3,clip-level,H3,HA1,6.1083333333333325,5.8157894736842115,40,38,0.29254385964912044,0.2304372036443667,-0.1591130594938383,0.7442007787920792,1.269516618942325,0.20425686704933144,0.32442578259886323,-0.12248207925703342,0.7713336444547598,—,1.0,0.43769328653428163
CR3,clip-level,H3,HA2,6.1083333333333325,5.786324786324788,40,39,0.3220085470085466,0.228917152729809,-0.12666907234187907,0.7706861663589722,1.4066597595183852,0.159528303531565,0.32091077065014306,-0.12298843245255664,0.7648099737528428,—,1.0,0.3988207588289125
CR3,clip-level,H3,HA3,6.1083333333333325,5.601626016260163,40,41,0.50670731707317,0.2260724674797599,0.06360528081284056,0.9498093533334994,2.241349080327683,0.02500347208887524,0.4348907438943357,-0.0058160854587107624,0.8755975732473822,H3 > HA3,0.35004860924425335,0.17221441438279064
CR3,clip-level,HA1,HA2,5.8157894736842115,5.786324786324788,38,39,0.029464687359426145,0.2318720223150528,-0.4250044763780773,0.4839338510969296,0.12707305980792896,0.8988825737410306,0.033687873884605785,-0.4131069457627192,0.48048269353193074,—,1.0,0.8988825737410306
CR3,clip-level,HA1,HA3,5.8157894736842115,5.601626016260163,38,41,0.21416345742404957,0.22906403574314482,-0.23480205263251425,0.6631289674806133,0.9349501624261802,0.34981398395066177,0.20137242684369894,-0.24109593158341092,0.6438407852708088,—,1.0,0.4983389245176335
CR3,clip-level,HA2,HA3,5.786324786324788,5.601626016260163,39,41,0.18469877006462343,0.22753481153754054,-0.261269460548956,0.6306670006782029,0.8117385151596915,0.4169416890767662,0.16086615129362936,-0.27824824599314685,0.5999805485804055,—,1.0,0.5211771113459577
PE,participant-level,H1,H2,5.006410256410256,4.967948717948718,39,39,0.03846153846154024,0.3365157472027024,-0.6211093260557564,0.6980324029788368,0.11429342840937749,0.9090917378551857,0.023696945680027538,-0.4201712291382333,0.4675651204982884,—,1.0,0.9854845227421565
PE,participant-level,H1,H3,5.006410256410256,5.0125,39,40,-0.0060897435897428465,0.3344059098071561,-0.6615253268117689,0.6493458396322831,-0.018210633876819506,0.9854845227421565,-0.003913694125463133,-0.4449839113460099,0.4371565230950837,—,1.0,0.9854845227421565
PE,participant-level,H1,HA1,5.006410256410256,5.480263157894737,39,38,-0.4738529014844785,0.3387224314842408,-1.1377488671935905,0.1900430642246334,-1.398941603625459,0.16299980489238747,-0.32343228231635485,-0.7731063932687217,0.12624182863601197,—,1.0,0.6964791831573086
PE,participant-level,H1,HA2,5.006410256410256,5.243589743589744,39,39,-0.23717948717948584,0.33651574720270305,-0.8967503516967839,0.4223913773378121,-0.7048094751911232,0.48154778865005976,-0.15379726749028835,-0.5983055500397491,0.2907110150591723,—,1.0,0.9357251654262431
PE,participant-level,H1,HA3,5.006410256410256,4.9939024390243905,39,41,0.01250781738586872,0.3323865632507609,-0.6389698465856226,0.66398548135736,0.037630333980836955,0.9700107537655174,0.007995725308629182,-0.43041237233151153,0.4464038229487699,—,1.0,0.9854845227421565
PE,participant-level,H1,A,5.006410256410256,4.868055555555555,39,36,0.13835470085470344,0.3434549462741815,-0.5348169938426922,0.8115263955520992,0.402832168689323,0.6873964783367222,0.07731836140522838,-0.3758557542314115,0.5304924770418682,—,1.0,0.9854845227421565
PE,participant-level,H2,H3,4.967948717948718,5.0125,39,40,-0.044551282051283086,0.33440590980715545,-0.6999868652733078,0.6108843011707416,-0.13322516362517287,0.8941164215812882,-0.030953031548594537,-0.4720492331123779,0.41014317001518885,—,1.0,0.9854845227421565
PE,participant-level,H2,HA1,4.967948717948718,5.480263157894737,39,38,-0.5123144399460188,0.33872243148424047,-1.1762104056551301,0.15158152576309258,-1.5124904415131861,0.1316007722462529,-0.38317856627522384,-0.834022150686983,0.06766501813653536,—,1.0,0.6964791831573086
PE,participant-level,H2,HA2,4.967948717948718,5.243589743589744,39,39,-0.2756410256410261,0.3365157472027027,-0.9352118901583234,0.3839298388762712,-0.8191029036005014,0.41346372312132695,-0.19374273580900955,-0.6386353996796502,0.25114992806163117,—,1.0,0.9357251654262431
PE,participant-level,H2,HA3,4.967948717948718,4.9939024390243905,39,41,-0.02595372107567152,0.3323865632507609,-0.6774313850471628,0.6255239428958198,-0.07808294301021841,0.9378210002657068,-0.01790111502994582,-0.45631623689589673,0.42051400683600515,—,1.0,0.9854845227421565
PE,participant-level,H2,A,4.967948717948718,4.868055555555555,39,36,0.0998931623931632,0.34345494627418177,-0.5732785323042331,0.7730648570905594,0.2908479364668052,0.7713951196742512,0.05934540074116527,-0.39375930329647824,0.5124501047788088,—,1.0,0.9854845227421565
PE,participant-level,H3,HA1,5.0125,5.480263157894737,40,38,-0.46776315789473566,0.33662642497159107,-1.127550950839054,0.19202463504958278,-1.3895616125032717,0.16582837694221633,-0.3718051779724765,-0.8196209470753495,0.0760105911303966,—,1.0,0.6964791831573086
PE,participant-level,H3,HA2,5.0125,5.243589743589744,40,39,-0.231089743589743,0.3344059098071556,-0.886525326811768,0.424345839632282,-0.6910456329046554,0.4901417533185083,-0.1713473021895795,-0.6132255868244819,0.2705309824453229,—,1.0,0.9357251654262431
PE,participant-level,H3,HA3,5.0125,4.9939024390243905,40,41,0.018597560975611566,0.3302503472037694,-0.6286931195437764,0.6658882414949996,0.05631352437045764,0.9551344803195025,0.01348850706329765,-0.42210519745984826,0.4490822115864435,—,1.0,0.9854845227421565
PE,participant-level,H3,A,5.0125,4.868055555555555,40,36,0.1444444444444463,0.34138799703381384,-0.5246760297418288,0.8135649186307213,0.4231093234075811,0.6725586597879605,0.08942865982592865,-0.36107465539660144,0.5399319750484588,—,1.0,0.9854845227421565
PE,participant-level,HA1,HA2,5.480263157894737,5.243589743589744,38,39,0.23667341430499267,0.33872243148424064,-0.427222551404119,0.9005693800141044,0.6987237699845223,0.48533742125039214,0.19145711653420483,-0.2563282083958201,0.6392424414642297,—,1.0,0.9357251654262431
PE,participant-level,HA1,HA3,5.480263157894737,4.9939024390243905,38,41,0.4863607188703472,0.33462047890835195,-0.16949541979002264,1.142216857530717,1.4534696754275904,0.14727658985373174,0.38213076063023904,-0.06322607638350675,0.8274875976439848,—,1.0,0.6964791831573086
PE,participant-level,HA1,A,5.480263157894737,4.868055555555555,38,36,0.6122076023391819,0.3456173282626377,-0.06520236105558797,1.289617565733952,1.77134521991895,0.07765262057049624,0.40125180312582265,-0.05916644576122787,0.8616700520128732,—,1.0,0.6964791831573086
PE,participant-level,HA2,HA3,5.243589743589744,4.9939024390243905,39,41,0.24968730456535457,0.33238656325076116,-0.4017903594061373,0.9011649685368465,0.7511955420923075,0.45320154718381245,0.18344865752494402,-0.2558782634018508,0.6227755784517388,—,1.0,0.9357251654262431
PE,participant-level,HA2,A,5.243589743589744,4.868055555555555,39,36,0.37553418803418925,0.343454946274182,-0.29763750666320743,1.048705882731586,1.093401600728144,0.2752104348808552,0.23440072841504353,-0.2201549007853337,0.6889563576154207,—,1.0,0.9357251654262431
PE,participant-level,HA3,A,4.9939024390243905,4.868055555555555,41,36,0.1258468834688347,0.33941019347459184,-0.5393970957413652,0.7910908626790347,0.3707810958195502,0.7110968011660932,0.07755202306521537,-0.37028578456176825,0.525389830692199,—,1.0,0.9854845227421565
HM,participant-level,H1,H2,5.162393162393162,5.085470085470085,39,39,0.07692307692307826,0.3650299833926798,-0.638535690526574,0.7923818443727306,0.21073084519834775,0.8332592524983389,0.05040253101338057,-0.39352053389341,0.4943255959201711,—,1.0,0.9391509963696238
HM,participant-level,H1,H3,5.162393162393162,5.016666666666667,39,40,0.14572649572649676,0.36274137159409553,-0.5652465925979304,0.856699584050924,0.40173662873382815,0.6882016624143856,0.09973017483552389,-0.3416136741207627,0.5410740237918105,—,1.0,0.9032646819188812
HM,participant-level,H1,HA1,5.162393162393162,5.614035087719299,39,38,-0.4516419253261339,0.36742364827564183,-1.171792275946392,0.2685084252941241,-1.2292130009751343,0.2200822896131668,-0.3271080620437807,-0.7768484946319643,0.12263237054440285,—,1.0,0.7702880136460839
HM,participant-level,H1,HA2,5.162393162393162,4.999999999999999,39,39,0.16239316239316304,0.3650299833926805,-0.5530656050564907,0.8778519298428168,0.4448762287520607,0.6567723472455449,0.10880274296901686,-0.33537812948242474,0.5529836154204585,—,1.0,0.9032646819188812
HM,participant-level,H1,HA3,5.162393162393162,4.853658536585366,39,41,0.3087346258077984,0.3605509182614584,-0.39794517398466,1.0154144256002569,0.8562857842561791,0.392613338078298,0.19736148085257046,-0.2421101927427806,0.6368331544479215,—,1.0,0.9032646819188812
HM,participant-level,H1,A,5.162393162393162,4.805555555555556,39,36,0.356837606837608,0.37255716672028416,-0.373374439934149,1.087049653609365,0.9578063146092197,0.3390334372906225,0.21961750495992566,-0.23474900459809311,0.6739840145179444,—,1.0,0.9032646819188812
HM,participant-level,H2,H3,5.085470085470085,5.016666666666667,39,40,0.0688034188034185,0.3627413715940948,-0.6421696695210073,0.7797765071278444,0.18967623819984084,0.8497080443344216,0.0424872902251354,-0.39863225691002113,0.483606837360292,—,1.0,0.9391509963696238
HM,participant-level,H2,HA1,5.085470085470085,5.614035087719299,39,38,-0.5285650022492121,0.3674236482756415,-1.2487153528694694,0.19158534837104524,-1.43857099217708,0.15145209011354085,-0.3407155585718999,-0.7907079431939081,0.10927682605010841,—,1.0,0.6360987784768716
HM,participant-level,H2,HA2,5.085470085470085,4.999999999999999,39,39,0.08547008547008478,0.36502998339268017,-0.6299886819795684,0.8009288529197378,0.23414538355371353,0.8150529066469498,0.05181054332342188,-0.39211651330997477,0.49573759995681854,—,1.0,0.9391509963696238
HM,participant-level,H2,HA3,5.085470085470085,4.853658536585366,39,41,0.23181154888472016,0.3605509182614584,-0.47486825090773827,0.9384913486771786,0.6429370642085533,0.5208208463546866,0.1354694444191129,-0.3034391518589583,0.5743780406971841,—,1.0,0.9032646819188812
HM,participant-level,H2,A,5.085470085470085,4.805555555555556,39,36,0.27991452991452975,0.37255716672028444,-0.4502975168572277,1.0101265766862872,0.7513330970886658,0.45311892102331475,0.15761362967766238,-0.29609321051308124,0.6113204698684059,—,1.0,0.9032646819188812
HM,participant-level,H3,HA1,5.016666666666667,5.614035087719299,40,38,-0.5973684210526307,0.36515003930232204,-1.313062498085182,0.11832565597992051,-1.6359533253618135,0.10303646576085959,-0.4019248762641266,-0.8503809518137697,0.04653119928551658,—,1.0,0.5409414452445129
HM,participant-level,H3,HA2,5.016666666666667,4.999999999999999,40,39,0.016666666666666274,0.36274137159409503,-0.69430642165776,0.7276397549910926,0.04594641794902886,0.9633875619106,0.01049438700402759,-0.4305784435438351,0.45156721755189033,—,1.0,0.9633875619106
HM,participant-level,H3,HA3,5.016666666666667,4.853658536585366,40,41,0.16300813008130166,0.35823369264976435,-0.5391299075122364,0.8651461676748398,0.4550329391843955,0.6494581033094408,0.09863242838333611,-0.33722105058017715,0.5344859073468494,—,1.0,0.9032646819188812
HM,participant-level,H3,A,5.016666666666667,4.805555555555556,40,36,0.21111111111111125,0.3703150771504595,-0.5147064401037894,0.9369286623260119,0.5700851089715057,0.5691029716649234,0.12310332623135256,-0.3276007001121661,0.5738073525748713,—,1.0,0.9032646819188812
HM,participant-level,HA1,HA2,5.614035087719299,4.999999999999999,38,39,0.6140350877192969,0.36742364827564167,-0.10611526290096074,1.3341854383395546,1.671190982401457,0.09586441344906023,0.40455030117215685,-0.04675879206487371,0.8558593944091875,—,1.0,0.5409414452445129
HM,participant-level,HA1,HA3,5.614035087719299,4.853658536585366,38,41,0.7603765511339323,0.3629741219366788,0.04894727213804195,1.4718058301298227,2.094850583498569,0.03713376862405146,0.478610014503021,0.030992064982226675,0.9262279640238154,HA1 > HA3,0.7426753724810292,0.38990457055254035
HM,participant-level,HA1,A,5.614035087719299,4.805555555555556,38,36,0.8084795321637419,0.3749027754113964,0.07367009235740496,1.5432889719700789,2.1565045264777347,0.03194401012117542,0.48976241377622115,0.027126462852347044,0.9523983647000953,HA1 > A,0.6708242125446838,0.38990457055254035
HM,participant-level,HA2,HA3,4.999999999999999,4.853658536585366,39,41,0.1463414634146354,0.36055091826145874,-0.5603383363778237,0.8530212632070945,0.40588293082230825,0.6851561539765115,0.08700328700785566,-0.3516102906441562,0.5256168646598676,—,1.0,0.9032646819188812
HM,participant-level,HA2,A,4.999999999999999,4.805555555555556,39,36,0.19444444444444497,0.37255716672028466,-0.5357676023273129,0.9246564912162029,0.5219184109547236,0.6021631021439375,0.11136913687148091,-0.34198649227656525,0.564724766019527,—,1.0,0.9032646819188812
HM,participant-level,HA3,A,4.853658536585366,4.805555555555556,41,36,0.04810298102980959,0.3681696869083146,-0.673509605310487,0.7697155673701062,0.1306543768818987,0.8961478523352,0.02666391501786105,-0.4210261646309385,0.47435399466666056,—,1.0,0.94095524495196
BEL1,participant-level,H1,H2,5.410256410256411,4.846153846153846,39,39,0.5641025641025625,0.34538627368759345,-0.11285453232512055,1.2410596605302455,1.6332512525173508,0.10360368842866306,0.34557204954337933,-0.1015810822543779,0.7927251813411366,—,1.0,0.7025810663740619
BEL1,participant-level,H1,H3,5.410256410256411,5.15,39,40,0.26025641025641033,0.34322082115768404,-0.4124563992126504,0.9329692197254711,0.7582768707870499,0.44895908159082387,0.1581453348537752,-0.2836132576522186,0.599903927359769,—,1.0,0.7252415933390232
BEL1,participant-level,H1,HA1,5.410256410256411,5.026315789473684,39,38,0.38394062078272606,0.34765112597917563,-0.29745558613645817,1.0653368277019104,1.1043848044540037,0.27042800561251523,0.23725389946636385,-0.21107797084106958,0.6855857697737973,—,1.0,0.7025810663740619
BEL1,participant-level,H1,HA2,5.410256410256411,5.076923076923077,39,39,0.33333333333333226,0.34538627368759417,-0.3436237630943523,1.010290429761017,0.9651030128511594,0.33537310959359,0.20435697178338738,-0.2406526220558219,0.6493665656225966,—,1.0,0.7025810663740619
BEL1,participant-level,H1,HA3,5.410256410256411,5.463414634146342,39,41,-0.05315822388993113,0.34114824479775185,-0.7218087836935247,0.6154923359136626,-0.15582147849374323,0.8762923711377388,-0.03787723838107566,-0.4763228699815316,0.4005683932193803,—,1.0,0.9566127577779031
BEL1,participant-level,H1,A,5.410256410256411,5.444444444444445,39,36,-0.0341880341880334,0.3525083894566095,-0.725104477522988,0.6567284091469212,-0.09698502279827763,0.9228115970804046,-0.023069342919402692,-0.4760895467422956,0.42995086090349016,—,1.0,0.9566127577779031
BEL1,participant-level,H2,H3,4.846153846153846,5.15,39,40,-0.3038461538461522,0.3432208211576833,-0.9765589633152115,0.3688666556229071,-0.8852789082587694,0.3768087940152288,-0.18479184998566245,-0.6268018460915037,0.25721814612017885,—,1.0,0.7025810663740619
BEL1,participant-level,H2,HA1,4.846153846153846,5.026315789473684,39,38,-0.18016194331983648,0.34765112597917536,-0.8615581502390202,0.5012342635993472,-0.5182262614924721,0.6047328169417829,-0.11143191483639112,-0.5585415774930541,0.33567774782027193,—,1.0,0.8466259437184961
BEL1,participant-level,H2,HA2,4.846153846153846,5.076923076923077,39,39,-0.23076923076923028,0.34538627368759384,-0.9077263271969142,0.4461878656584536,-0.6681482396661886,0.5046204877687932,-0.14160365371951608,-0.5860121500147067,0.3028048425756745,—,1.0,0.7569307316531898
BEL1,participant-level,H2,HA3,4.846153846153846,5.463414634146342,39,41,-0.6172607879924936,0.34114824479775185,-1.2859113477960873,0.05138977181110005,-1.809362344392051,0.07152777251087655,-0.44033632575449855,-0.8840204137649511,0.003347762255954012,—,1.0,0.7025810663740619
BEL1,participant-level,H2,A,4.846153846153846,5.444444444444445,39,36,-0.5982905982905959,0.3525083894566098,-1.2892070416255512,0.09262584504435922,-1.6972378989698895,0.09082575171777275,-0.40416622777028866,-0.8617656009263847,0.053433145385807346,—,1.0,0.7025810663740619
BEL1,participant-level,H3,HA1,5.15,5.026315789473684,40,38,0.12368421052631573,0.34549986891305995,-0.5534955325432818,0.8008639535959132,0.35798627338246275,0.720638564979344,0.07585185002051097,-0.36830625307494624,0.5200099531159682,—,1.0,0.9458381165353891
BEL1,participant-level,H3,HA2,5.15,5.076923076923077,40,39,0.07307692307692193,0.34322082115768354,-0.5996358863921378,0.7457897325459817,0.2129151804672966,0.831556817847971,0.04447649049904072,-0.39664782405522625,0.4856008050533077,—,1.0,0.9566127577779031
BEL1,participant-level,H3,HA3,5.15,5.463414634146342,40,41,-0.31341463414634146,0.3389557182773879,-0.9777678419700218,0.35093857367733877,-0.9246477260780577,0.3559903907593315,-0.22071486227373224,-0.6576276330108426,0.21619790846337808,—,1.0,0.7025810663740619
BEL1,participant-level,H3,A,5.15,5.444444444444445,40,36,-0.29444444444444373,0.3503869556100027,-0.9812028774400491,0.3923139885511616,-0.8403407710536301,0.4014748950708925,-0.19659828067702387,-0.6479606199864797,0.2547640586324319,—,1.0,0.7025810663740619
BEL1,participant-level,HA1,HA2,5.026315789473684,5.076923076923077,38,39,-0.0506072874493938,0.3476511259791755,-0.7320034943685778,0.6307889194697902,-0.14556917457654142,0.8843721662240831,-0.031325691433542566,-0.4781162238901594,0.41546484102307424,—,1.0,0.9566127577779031
BEL1,participant-level,HA1,HA3,5.026315789473684,5.463414634146342,38,41,-0.4370988446726572,0.3434410462821442,-1.1102432953856598,0.23604560604034547,-1.2727041493857174,0.20423851955850547,-0.3161674363225597,-0.7602651311970783,0.12793025855195878,—,1.0,0.7025810663740619
BEL1,participant-level,HA1,A,5.026315789473684,5.444444444444445,38,36,-0.41812865497075946,0.3547277716504305,-1.1133950874056033,0.2771377774640843,-1.1787310957508224,0.23956255484971464,-0.2860287473337327,-0.7442093161814535,0.1721518215139881,—,1.0,0.7025810663740619
BEL1,participant-level,HA2,HA3,5.076923076923077,5.463414634146342,39,41,-0.3864915572232634,0.34114824479775213,-1.0551421170268576,0.2821590025803307,-1.132913808342742,0.25827441922435074,-0.27598926891129894,-0.716476463522266,0.1644979256996682,—,1.0,0.7025810663740619
BEL1,participant-level,HA2,A,5.076923076923077,5.444444444444445,39,36,-0.36752136752136566,0.35250838945661006,-1.0584378108563213,0.32339507581359006,-1.0425889950815015,0.2980888769586275,-0.24851266050859466,-0.7032602307690057,0.2062349097518164,—,1.0,0.7025810663740619
BEL1,participant-level,HA3,A,5.463414634146342,5.444444444444445,41,36,0.018970189701897733,0.3483570173171172,-0.663809564239652,0.7017499436434476,0.054456172142008964,0.9566127577779031,0.015587502260655807,-0.43208953879625117,0.4632645433175628,—,1.0,0.9566127577779031
